category,name,mrp,discountpercent,availablequantity,discountedsellingprice,weightingms,outofstock,quantity,discountamount,discountpercent_calculated
Ice Cream & Desserts,MTR Ready To Eat Paneer Butter Masala,135.0,9,2,122.0,300,False,300,13.0,9.62962962962963
Ice Cream & Desserts,Nestle Lactogen Stage 2 Follow-up Formula Powder,340.0,0,2,340.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Kellogg's Crunchy Bites Chocos,190.0,10,6,171.0,375,False,375,19.0,10.0
Ice Cream & Desserts,Veeba Hot Sweet Tomato Chilli Sauce,104.0,20,3,83.0,500,False,500,21.0,20.192307692307693
Ice Cream & Desserts,Borges Durum Wheat Pasta Superior Quality,250.0,40,6,149.0,500,False,500,101.0,40.400000000000006
Ice Cream & Desserts,Funfoods Peanut Butter Crunchy,169.0,7,1,156.0,400,False,400,13.0,7.6923076923076925
Ice Cream & Desserts,Pantai Red Curry Paste,60.0,0,4,60.0,50,False,50,0.0,0.0
Ice Cream & Desserts,ITC Master Chef Chicken Seekh Kabab,325.0,0,6,325.0,500,False,500,0.0,0.0
Ice Cream & Desserts,Del Monte Pizza & Pasta Sauce Spout Pack,99.0,0,3,99.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Pantai Sriracha Red Chilli Sauce,225.0,15,6,191.0,200,False,200,34.0,15.11111111111111
Ice Cream & Desserts,Hershey's Cocoa Spread,295.0,0,3,295.0,350,False,350,0.0,0.0
Ice Cream & Desserts,Maggi Ghee Tadka Upma Express Pouch,25.0,0,6,25.0,65,False,65,0.0,0.0
Ice Cream & Desserts,Ching's Secret Manchurian Noodles,91.0,0,5,91.0,360,False,360,0.0,0.0
Ice Cream & Desserts,Kellogg's All Bran Wheat Flakes,220.0,6,5,205.0,425,False,425,15.0,6.8181818181818175
Ice Cream & Desserts,Yummiez Chicken Breakfast Sausages,150.0,0,3,150.0,250,False,250,0.0,0.0
Ice Cream & Desserts,Pantai Red Curry Paste,150.0,14,3,128.0,114,False,114,22.0,14.666666666666666
Ice Cream & Desserts,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,330.0,10,6,297.0,400,False,400,33.0,10.0
Ice Cream & Desserts,Quaker Oats Pouch,276.0,10,6,248.0,1500,False,1,28.0,10.144927536231885
Ice Cream & Desserts,Prasuma Momos -  Cheesy Spicy Veg,295.0,0,6,295.0,24,False,24,0.0,0.0
Ice Cream & Desserts,Veeba Sriracha Chilli Garlic Sauce,149.0,8,5,137.0,320,False,320,12.0,8.053691275167784
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,115.0,0,6,115.0,600,False,600,0.0,0.0
Ice Cream & Desserts,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,280.0,50,5,140.0,175,False,175,140.0,50.0
Ice Cream & Desserts,Figaro Plain Green Olive ,179.0,0,6,179.0,450,False,450,0.0,0.0
Ice Cream & Desserts,Mother's Recipe Gujrati Gorkeri Pickle,140.0,10,3,126.0,500,False,500,14.0,10.0
Ice Cream & Desserts,Kellogg's Muesli 20% Nuts Delight,320.0,0,6,320.0,500,False,500,0.0,0.0
Ice Cream & Desserts,Borges Farfalle Durum Wheat Pasta ,250.0,0,5,250.0,500,False,500,0.0,0.0
Ice Cream & Desserts,Kellogg's Chocos,299.0,10,4,269.0,700,False,700,30.0,10.033444816053512
Ice Cream & Desserts,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,620.0,0,1,620.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Veeba Truly Tomato Ketchup,99.0,20,6,79.0,500,False,500,20.0,20.2020202020202
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,85.0,4,1,81.0,680,False,680,4.0,4.705882352941177
Ice Cream & Desserts,MTR Roasted Vermicelli ,55.0,0,1,55.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Mother's Recipe Punjabi Teekha Mang Pickle,120.0,10,4,108.0,400,False,400,12.0,10.0
Ice Cream & Desserts,Ching's Secret Hot Garlic Instant Noodles,114.0,0,6,114.0,480,False,480,0.0,0.0
Ice Cream & Desserts,Kellogg's Real Honey Corn Flakes,290.0,7,5,267.0,630,False,630,23.0,7.931034482758621
Ice Cream & Desserts,ITC Master Chef Lebanese Falafel Kebab,130.0,4,4,124.0,230,False,230,6.0,4.615384615384616
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolaty,185.0,10,5,165.0,250,False,250,20.0,10.81081081081081
Ice Cream & Desserts,Organic India Apple Cider Vinegar,595.0,9,2,536.0,500,False,500,59.0,9.915966386554622
Ice Cream & Desserts,Masala Oats Masala & Coriander ,195.0,9,5,176.0,500,False,500,19.0,9.743589743589745
Ice Cream & Desserts,Ching's Secret  Noodles - Pad Thai Lemongras,200.0,0,5,200.0,130,False,130,0.0,0.0
Ice Cream & Desserts,Bagrrys Fruit and Nut Muesli with Cranberries,499.0,0,5,499.0,750,False,750,0.0,0.0
Ice Cream & Desserts,Kitchens Of India Yellow Dal Tadka,110.0,30,6,77.0,285,False,285,33.0,30.0
Ice Cream & Desserts,Soulfull Vanilla Fills - Ragi Bites,169.0,5,6,160.0,250,False,250,9.0,5.325443786982249
Ice Cream & Desserts,Pantai Teriyaki Sauce with Garlic,325.0,15,6,276.0,200,False,200,49.0,15.076923076923077
Ice Cream & Desserts,Whiskas Adult Pocket Tuna Cat Food,410.0,0,1,410.0,1200,False,1,0.0,0.0
Ice Cream & Desserts,Kitchens Of India Chicken Darbari ,200.0,30,4,140.0,285,False,285,60.0,30.0
Ice Cream & Desserts,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,299.0,10,6,269.0,400,False,400,30.0,10.033444816053512
Ice Cream & Desserts,Smith & Jones Red Pasta Sauce Mix,40.0,0,6,40.0,46,False,46,0.0,0.0
Ice Cream & Desserts,Kellogg's Muesli Nuts Delight,425.0,9,3,383.0,750,False,750,42.0,9.88235294117647
Ice Cream & Desserts,Kitchens of India Dal Bukhara Gravy Mix,110.0,30,6,77.0,285,False,285,33.0,30.0
Ice Cream & Desserts,The Whole Truth Peanut Butter - Sweetened & Crunchy,215.0,20,6,172.0,325,False,325,43.0,20.0
Ice Cream & Desserts,Remia Mayonnaise,230.0,0,6,230.0,241,False,241,0.0,0.0
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,105.0,0,6,105.0,425,False,425,0.0,0.0
Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli - Strawberry,595.0,0,1,595.0,1000,False,1,0.0,0.0
Ice Cream & Desserts,Ching's Secret Tomato Oats Instant Soup,15.0,0,3,15.0,20,False,20,0.0,0.0
Ice Cream & Desserts,Kellogg's Special K Original Corn Flakes,140.0,5,1,133.0,290,False,290,7.0,5.0
Ice Cream & Desserts,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,280.0,50,5,140.0,175,False,175,140.0,50.0
Ice Cream & Desserts,Tong Garden Wasabi Green Peas,175.0,4,6,167.0,150,False,150,8.0,4.571428571428571
Ice Cream & Desserts,Ching's Secret Red Chilli Sauce,105.0,0,4,105.0,440,False,440,0.0,0.0
Ice Cream & Desserts,Ching's Instant Hot and Sour Soup,55.0,0,5,55.0,55,False,55,0.0,0.0
Ice Cream & Desserts,Ching's Secret Noodles - Pad Thai Original,200.0,0,6,200.0,130,False,130,0.0,0.0
Ice Cream & Desserts,Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets,55.0,30,5,38.0,80,False,80,17.0,30.909090909090907
Ice Cream & Desserts,Del Monte Black Sliced Olives,250.0,0,1,250.0,450,False,450,0.0,0.0
Ice Cream & Desserts,Kitchens Of India Murgh Methi,220.0,30,5,154.0,285,False,285,66.0,30.0
Ice Cream & Desserts,Nestle Cerelac 5 Grains & Fruits Cereal,288.0,0,6,288.0,300,False,300,0.0,0.0
Ice Cream & Desserts,The Whole Truth - 5 Grain Muesli No Added Sugar,325.0,20,6,260.0,350,False,350,65.0,20.0
Ice Cream & Desserts,Ching's Secret  Pad Thai Noodles Green Curry,200.0,0,6,200.0,130,False,130,0.0,0.0
Ice Cream & Desserts,Aashirvaad Suji Halwa With Jaggery,75.0,0,6,75.0,70,False,70,0.0,0.0
Ice Cream & Desserts,Mother's Recipe Mango Pickle ,120.0,0,1,120.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Ching's Secret Pad Thai Noodles - Extra Hot Thai Chilli,200.0,0,6,200.0,130,False,130,0.0,0.0
Ice Cream & Desserts,Kellogg's Special K Original Corn Flakes,399.0,11,6,355.0,900,False,900,44.0,11.027568922305765
Ice Cream & Desserts,Knorr Sweet Corn Chicken Soup,55.0,0,2,55.0,42,False,42,0.0,0.0
Ice Cream & Desserts,Ching's Secret Tomato Soup,55.0,0,6,55.0,55,False,55,0.0,0.0
Ice Cream & Desserts,Funfoods Peanut Butter Creamy,169.0,0,1,169.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Japanese Choice Udon Noodles,295.0,9,6,266.0,250,False,250,29.0,9.830508474576272
Ice Cream & Desserts,Kelloggs Muesli - With 22% Fruit Magic,320.0,10,5,288.0,500,False,500,32.0,10.0
Ice Cream & Desserts,Dabur Hommade - Kalonji Tamatar Ki Chutney,65.0,6,6,61.0,200,False,200,4.0,6.153846153846154
Ice Cream & Desserts,Kitchens Of India Dal Makhani,110.0,30,1,77.0,285,False,285,33.0,30.0
Ice Cream & Desserts,Aashirvaad Suji Halwa With Jaggery,55.0,30,6,38.0,80,False,80,17.0,30.909090909090907
Ice Cream & Desserts,Del Monte Green Chili Sauce,55.0,0,3,55.0,190,False,190,0.0,0.0
Ice Cream & Desserts,Pedigree Dog Food Adult Chicken & Veg,660.0,10,1,594.0,3000,False,3,66.0,10.0
Ice Cream & Desserts,Kellogg's Original Corn Flakes,185.0,5,6,175.0,475,False,475,10.0,5.405405405405405
Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,690.0,6,2,648.0,3000,False,3,42.0,6.086956521739131
Ice Cream & Desserts,Kitchens Of India Rajma Masala,110.0,30,5,77.0,285,False,285,33.0,30.0
Ice Cream & Desserts,Kitchen Of India Ready-To-Eat Pindi Channa,110.0,30,2,77.0,285,False,285,33.0,30.0
Ice Cream & Desserts,Figaro Pitted Black Olive ,179.0,0,6,179.0,450,False,450,0.0,0.0
Ice Cream & Desserts,Cantina Tabasco Red Sauce,140.0,15,6,119.0,60,False,60,21.0,15.0
Ice Cream & Desserts,Mother's Recipe Pickle - Mixed,149.0,26,6,109.0,500,False,500,40.0,26.845637583892618
Ice Cream & Desserts,Nestle Cerelac Baby Cereal with Milk 5 Grains & Vegetables from 18 to 24 Month,279.0,0,5,279.0,300,False,300,0.0,0.0
Ice Cream & Desserts,Mother's Recipe Tamarind Paste,50.0,2,2,49.0,200,False,200,1.0,2.0
Ice Cream & Desserts,Pedigree Meat Jerky Adult Dog Treat Barbecued Chicken,140.0,20,6,112.0,80,False,80,28.0,20.0
Ice Cream & Desserts,Veeba Peri Peri Sauce,161.0,0,6,161.0,300,False,300,0.0,0.0
Ice Cream & Desserts,Pantai Sriracha Yellow Chilli Sauce,225.0,15,6,191.0,200,False,200,34.0,15.11111111111111
Ice Cream & Desserts,Praakritik Organic Jumbo Rolled Oats,190.0,11,6,169.0,500,False,500,21.0,11.052631578947368
Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodles,123.0,0,6,123.0,600,False,600,0.0,0.0
Ice Cream & Desserts,Pantai Spring Roll Sauce,275.0,10,6,245.0,200,False,200,30.0,10.909090909090908
Ice Cream & Desserts,MTR Vermicelli Payasam,75.0,0,6,75.0,180,False,180,0.0,0.0
Ice Cream & Desserts,Bagrrys Corn Flakes,350.0,0,6,350.0,880,False,800,0.0,0.0
Ice Cream & Desserts,MTR Ready To Eat Palak Paneer ,135.0,11,6,120.0,300,False,300,15.0,11.11111111111111
Ice Cream & Desserts,Del Monte Red Chili Sauce,55.0,0,5,55.0,190,False,190,0.0,0.0
Ice Cream & Desserts,Kitchens of India Mutter Paneer Mix,120.0,30,4,84.0,285,False,285,36.0,30.0
Ice Cream & Desserts,Pantai Green Curry Paste,60.0,6,6,56.0,50,False,50,4.0,6.666666666666667
Ice Cream & Desserts,The Laughing Cow Cheese Spread Plain,110.0,0,6,110.0,180,False,180,0.0,0.0
Ice Cream & Desserts,MTR Dal Fry,110.0,0,5,110.0,300,False,300,0.0,0.0
Ice Cream & Desserts,Pantai Fish Sauce,275.0,14,6,234.0,200,False,200,41.0,14.909090909090908
Ice Cream & Desserts,Cantina Beans Mexican Beans,250.0,14,6,213.0,410,False,410,37.0,14.799999999999999
Ice Cream & Desserts,Ching's Secret Manchurian Instant Noodle,114.0,0,6,114.0,480,False,480,0.0,0.0
Ice Cream & Desserts,Remia Salad Italian Dressing ,230.0,0,6,230.0,250,False,250,0.0,0.0
Ice Cream & Desserts,Yummiez Veg Cheese Fingers Pouch,230.0,0,4,230.0,400,False,400,0.0,0.0
Ice Cream & Desserts,MTR Dal Makhani,110.0,0,4,110.0,300,False,300,0.0,0.0
Ice Cream & Desserts,MTR Ready to Eat Pav Bhaji,110.0,0,6,110.0,300,False,300,0.0,0.0
Ice Cream & Desserts,Weikfield Tomato Salsa Instant Pasta,25.0,0,1,25.0,77,False,77,0.0,0.0
Ice Cream & Desserts,Nestlé CERELAC Baby Cereal with Milk,272.0,0,1,272.0,300,False,300,0.0,0.0
Ice Cream & Desserts,Remia Salad Caesar Dressing,250.0,0,6,250.0,250,False,250,0.0,0.0
Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli Mixed Fruit,330.0,0,6,330.0,500,False,500,0.0,0.0
Ice Cream & Desserts,MTR Paneer Butter Masala & Veg Pulao,175.0,9,4,158.0,375,False,375,17.0,9.714285714285714
Ice Cream & Desserts,Sundrop Cocoa Nut Hazelnut Chocolatey Spread,120.0,0,6,120.0,160,False,160,0.0,0.0
Ice Cream & Desserts,Moi Soi Manchurian Sauce - For Stir Fry Marinade Spread & Dip,280.0,50,6,140.0,175,False,175,140.0,50.0
Ice Cream & Desserts,Pedigree Dog Food Adult Meat & Rice,660.0,7,2,608.0,3000,False,3,52.0,7.878787878787878
Ice Cream & Desserts,Pantai Sriracha Green Chilli Sauce,225.0,15,6,191.0,200,False,200,34.0,15.11111111111111
Ice Cream & Desserts,Pantai Chilli Garlic Sauce,275.0,14,6,234.0,200,False,200,41.0,14.909090909090908
Ice Cream & Desserts,Pantai Dark Soy Sauce,275.0,14,6,234.0,200,False,200,41.0,14.909090909090908
Ice Cream & Desserts,Yoga Bar Peanut Butter Dark Chocolate Jar,249.0,0,4,249.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Cantina Tabasco Green Sauce,140.0,15,6,119.0,60,False,60,21.0,15.0
Ice Cream & Desserts,Pantai Pad Thai Sauce (Non-Veg),325.0,9,5,293.0,200,False,200,32.0,9.846153846153847
Ice Cream & Desserts,Pantai Sweet Chilli Sauce,275.0,14,6,234.0,200,False,200,41.0,14.909090909090908
Ice Cream & Desserts,Ching's Secret Schezwan Instant Noodle,114.0,0,6,114.0,480,False,480,0.0,0.0
Ice Cream & Desserts,Yummiez Chicken Garlic Fingers Pouch,250.0,0,5,250.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Pediasure Premium Chocolate Powdered Health Drink,610.0,0,2,610.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Chings Secret Hot Garlic Instant Noodles,91.0,0,6,91.0,60,False,60,0.0,0.0
Ice Cream & Desserts,Godrej Yummiez Cheese Corn Nuggets ,230.0,0,4,230.0,400,False,400,0.0,0.0
Ice Cream & Desserts,Pantai Hot Chilli Sauce,275.0,14,6,234.0,200,False,200,41.0,14.909090909090908
Ice Cream & Desserts,Knorr International Mexican Tomato Corn Soup ,65.0,6,3,61.0,52,False,52,4.0,6.153846153846154
Ice Cream & Desserts,Bagrry's Fruit Fibre Muesli Mixed Fruit ,595.0,0,5,595.0,1000,False,1,0.0,0.0
Ice Cream & Desserts,MTR Roasted Vermicelli ,105.0,0,4,105.0,850,False,850,0.0,0.0
Ice Cream & Desserts,Maggi 2-Minute Instant Noodles - Masala,44.0,0,0,44.0,280,True,280,0.0,0.0
Ice Cream & Desserts,"Kurkure Green Chutney, Rajasthani Style",20.0,0,0,20.0,90,True,90,0.0,0.0
Ice Cream & Desserts,Kellogg's Chocos Combo Pack,60.0,6,0,56.0,156,True,156,4.0,6.666666666666667
Ice Cream & Desserts,Kissan Mixed Fruit Jam ,155.0,0,0,155.0,500,True,500,0.0,0.0
Ice Cream & Desserts,Lijjat Urad Papad,60.0,5,0,57.0,200,True,200,3.0,5.0
Ice Cream & Desserts,Amul Cheese Spread Yummy Plain,85.0,0,0,85.0,200,True,200,0.0,0.0
Ice Cream & Desserts,Mother's Recipe Ginger And Garlic Paste,50.0,24,0,38.0,200,True,200,12.0,24.0
Ice Cream & Desserts,Maggi Magic Cubes Chicken,40.0,2,0,39.0,40,True,40,1.0,2.5
Ice Cream & Desserts,Pedigree Puppy Chicken Chunks in Gravy ,35.0,2,0,34.0,70,True,70,1.0,2.857142857142857
Ice Cream & Desserts,The Whole Truth Peanut Butter - Unsweetened & Crunchy,185.0,20,0,148.0,325,True,325,37.0,20.0
Ice Cream & Desserts,Ching's Chow Mein Hakka Noodles Masala,10.0,0,0,10.0,20,True,20,0.0,0.0
Ice Cream & Desserts,Safal Frozen Mixed Vegetables,60.0,5,0,57.0,500,True,500,3.0,5.0
Ice Cream & Desserts,Safal Frozen Corn,41.0,4,0,39.0,200,True,200,2.0,4.878048780487805
Ice Cream & Desserts,Amul Cheese Spread Spicy Garlic,85.0,3,0,82.0,200,True,200,3.0,3.5294117647058822
Ice Cream & Desserts,Ching's Secret Veg Hakka Noodles,107.0,0,0,107.0,600,True,600,0.0,0.0
Ice Cream & Desserts,Saffola Oats 100 % Natural,15.0,0,0,15.0,38,True,38,0.0,0.0
Ice Cream & Desserts,Lijjat Moong Papad,60.0,5,0,57.0,200,True,200,3.0,5.0
Ice Cream & Desserts,Mothers Recipe Papad - Sabudana With Rock Salt,31.0,9,0,28.0,70,True,70,3.0,9.67741935483871
Ice Cream & Desserts,Maggi Chilly Chow Cuppa Noodles,50.0,0,0,50.0,70,True,70,0.0,0.0
Ice Cream & Desserts,Veeba Favourites Eggless Burger Mayonnaise,69.0,8,0,63.0,250,True,250,6.0,8.695652173913043
Ice Cream & Desserts,Sunfeast Yippee! Magic Masala Noodles,48.0,6,0,45.0,240,True,240,3.0,6.25
Ice Cream & Desserts,Top Ramen Masala,91.0,9,0,82.0,560,True,560,9.0,9.89010989010989
Ice Cream & Desserts,Kelloggs Corn Flakes With Real Strawberry Pure,265.0,10,0,236.0,575,True,575,29.0,10.943396226415095
Ice Cream & Desserts,Mother's Recipe Potato Papad,31.0,9,0,28.0,70,True,75,3.0,9.67741935483871
Ice Cream & Desserts,Mothers Recipe Rice Papad Ajwain,24.0,0,0,24.0,75,True,75,0.0,0.0
Ice Cream & Desserts,Chef's Basket Durum Wheat Penne Pasta,160.0,50,0,80.0,500,True,500,80.0,50.0
Ice Cream & Desserts,Dabur Hommade - Imli Sauce Saunth,20.0,10,0,18.0,100,True,100,2.0,10.0
Ice Cream & Desserts,Zorabian Chicken Kheema Parathas,190.0,0,0,190.0,300,True,300,0.0,0.0
Ice Cream & Desserts,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,17,0,23.0,65,True,65,5.0,17.857142857142858
Ice Cream & Desserts,Safal Frozen - Sweet Corn,160.0,5,0,152.0,1000,True,1,8.0,5.0
Ice Cream & Desserts,MTR Vegetable Upma,25.0,0,0,25.0,60,True,60,0.0,0.0
Ice Cream & Desserts,Del Monte Original Blend Tomato Ketchup Pouch,120.0,7,0,111.0,950,True,950,9.0,7.5
Ice Cream & Desserts,Del Monte Natural Vinegar ,55.0,3,0,53.0,180,True,180,2.0,3.6363636363636362
Ice Cream & Desserts,Del Monte Eggless Mayo,135.0,6,0,126.0,500,True,500,9.0,6.666666666666667
Ice Cream & Desserts,ITC Master Chef Cheesy Corn Triangles,160.0,5,0,152.0,320,True,320,8.0,5.0
Ice Cream & Desserts,Mother's Recipe Mixed Pickle ,115.0,4,0,110.0,400,True,400,5.0,4.3478260869565215
Ice Cream & Desserts,Godrej Yummiez Chicken Breakfast Salami,150.0,4,0,143.0,250,True,250,7.0,4.666666666666667
Ice Cream & Desserts,Hershey's Cocoa + Almond Spread,295.0,9,0,266.0,350,True,350,29.0,9.830508474576272
Ice Cream & Desserts,Maggi Special Masala Spicy Yummy Noodles,72.0,0,0,72.0,280,True,280,0.0,0.0
Ice Cream & Desserts,Del Monte Schezwan Sauce,55.0,0,0,55.0,190,True,190,0.0,0.0
Ice Cream & Desserts,Yummiez Green Peas,135.0,0,0,135.0,500,True,500,0.0,0.0
Ice Cream & Desserts,Yummiez Green Peas,250.0,0,0,250.0,1000,True,1,0.0,0.0
Ice Cream & Desserts,Yummiez American Sweet Corn,85.0,0,0,85.0,400,True,400,0.0,0.0
Ice Cream & Desserts,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,79.0,0,0,79.0,250,True,250,0.0,0.0
Ice Cream & Desserts,Del Monte Pitted Green Olives,250.0,0,0,250.0,450,True,450,0.0,0.0
Chocolates & Candies,Maggi 2 Minute Masala Noodles,12.0,0,6,12.0,70,False,70,0.0,0.0
Chocolates & Candies,iD Idli & Dosa Batter ,80.0,15,6,68.0,1000,False,1,12.0,15.0
Chocolates & Candies,iD Malabar Parota ,80.0,10,4,72.0,400,False,400,8.0,10.0
Chocolates & Candies,iD Wheat Lachha Paratha,80.0,12,6,70.0,400,False,400,10.0,12.5
Chocolates & Candies,McCain Aloo Tikki,110.0,4,6,105.0,400,False,400,5.0,4.545454545454546
Chocolates & Candies,McCain Smiles Cripsy Happy Potatoes,120.0,5,6,114.0,415,False,415,6.0,5.0
Chocolates & Candies,McCain Veggie Burger Patty,115.0,3,6,111.0,360,False,360,4.0,3.4782608695652173
Chocolates & Candies,McCain Veggie Fingers,117.0,5,6,111.0,400,False,400,6.0,5.128205128205128
Chocolates & Candies,Amul Delicious Fat Spread - Cholesterol Free,18.0,5,6,17.0,100,False,100,1.0,5.555555555555555
Chocolates & Candies,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,35.0,2,2,34.0,85,False,85,1.0,2.857142857142857
Chocolates & Candies,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,125.0,5,1,118.0,420,False,420,7.0,5.6000000000000005
Chocolates & Candies,Ching's Secret Instant Hot Garlic Noodles,15.0,0,3,15.0,60,False,60,0.0,0.0
Chocolates & Candies,Veeba Eggless Mayonnaise,79.0,11,5,70.0,250,False,250,9.0,11.39240506329114
Chocolates & Candies,Ching's Secret Instant Schezwan Noodles,15.0,0,6,15.0,60,False,60,0.0,0.0
Chocolates & Candies,Veeba Pasta And Pizza Sauce,75.0,13,5,65.0,280,False,280,10.0,13.333333333333334
Chocolates & Candies,Top Ramen  Noodles Curry Veg Pouch,20.0,0,1,20.0,70,False,70,0.0,0.0
Chocolates & Candies,Saffola Veggie Twist Masala Oats,15.0,0,6,15.0,38,False,38,0.0,0.0
Chocolates & Candies,Unibic Almond & Oats Protein Bar,40.0,17,4,33.0,30,False,30,7.0,17.5
Chocolates & Candies,Quaker Oats,79.0,0,2,79.0,400,False,400,0.0,0.0
Chocolates & Candies,Amul Delicious Fat Spread - Cholesterol Free,88.0,2,2,86.0,500,False,500,2.0,2.272727272727273
Chocolates & Candies,McCain French Fries,120.0,5,1,114.0,420,False,420,6.0,5.0
Chocolates & Candies,Ching's Secret Manchow Instant Soup,10.0,0,1,10.0,15,False,15,0.0,0.0
Chocolates & Candies,McCain Potato Cheese Shotz,130.0,4,6,124.0,250,False,250,6.0,4.615384615384616
Chocolates & Candies,McCain Masala - Fries,120.0,5,3,114.0,375,False,375,6.0,5.0
Chocolates & Candies,Ching's Secret Schezwan Fried Rice Masala,15.0,0,6,15.0,20,False,20,0.0,0.0
Chocolates & Candies,McCain New Mini Samosa with Cheese Pizza Style Filling,120.0,1,3,118.0,240,False,240,2.0,1.6666666666666667
Chocolates & Candies,McCain Chilli Cheesy Nuggets,130.0,4,1,124.0,250,False,250,6.0,4.615384615384616
Chocolates & Candies,"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",430.0,10,6,387.0,1200,False,1,43.0,10.0
Chocolates & Candies,Chings Instant Soup - Hot & Sour,10.0,0,1,10.0,15,False,15,0.0,0.0
Chocolates & Candies,Amul Spray Infant Milk Food,197.0,2,6,193.0,500,False,500,4.0,2.030456852791878
Chocolates & Candies,McCain Smiles - Pudina Chatka,120.0,5,3,114.0,375,False,375,6.0,5.0
Chocolates & Candies,McCain French Fries Crisp & Delicious,175.0,4,3,167.0,750,False,750,8.0,4.571428571428571
Chocolates & Candies,Ferrero Nutella Hazelnut Spread,220.0,5,2,207.0,180,False,180,13.0,5.909090909090909
Chocolates & Candies,Lijjat Garlic Papad,60.0,5,5,57.0,200,False,200,3.0,5.0
Chocolates & Candies,Switz Samosa Dough Sheets,90.0,4,6,86.0,50,False,50,4.0,4.444444444444445
Chocolates & Candies,Amul Cheese Spread Creamy,85.0,5,6,80.0,180,False,180,5.0,5.88235294117647
Chocolates & Candies,Maggi Imli Sauce Pichkoo,22.0,0,6,22.0,90,False,90,0.0,0.0
Chocolates & Candies,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,385.0,9,5,347.0,1100,False,1100,38.0,9.87012987012987
Chocolates & Candies,Chings Instant Soup - Sweet Corn Veg,10.0,0,2,10.0,15,False,15,0.0,0.0
Chocolates & Candies,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,35.0,5,2,33.0,85,False,85,2.0,5.714285714285714
Chocolates & Candies,McCain Crazy Fries Masala MixHot 'n' Tangy,120.0,5,6,114.0,400,False,400,6.0,5.0
Chocolates & Candies,The Whole Truth Double Cocoa Protein Bar No Sugar,100.0,10,6,90.0,52,False,52,10.0,10.0
Chocolates & Candies,Amul Happy Treats French Fries,68.0,4,1,65.0,425,False,425,3.0,4.411764705882353
Chocolates & Candies,Ferrero Nutella Hazeulnut Spread,380.0,6,5,357.0,350,False,350,23.0,6.052631578947368
Chocolates & Candies,Veeba Chipolte Southwest Dressing,161.0,7,4,149.0,300,False,300,12.0,7.453416149068323
Chocolates & Candies,Ching's Secret Manchow Noodles Instant Soup,15.0,0,6,15.0,20,False,20,0.0,0.0
Chocolates & Candies,Yoga Bar Breakfast Protein Bar - Blueberry Pie,50.0,12,1,44.0,50,False,50,6.0,12.0
Chocolates & Candies,Quaker Oats,199.0,7,6,184.0,1000,False,1,15.0,7.537688442211055
Chocolates & Candies,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,55.0,25,6,41.0,27,False,27,14.0,25.454545454545453
Chocolates & Candies,Switz Spring Roll Dough Sheets,90.0,4,6,86.0,1160,False,20,4.0,4.444444444444445
Chocolates & Candies,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,40.0,17,6,33.0,30,False,30,7.0,17.5
Chocolates & Candies,Ching's Secret Tomato Instant Soup,10.0,0,1,10.0,16,False,15,0.0,0.0
Chocolates & Candies,Chef's Basket Durum Wheat Elbow Pasta,160.0,50,6,80.0,500,False,500,80.0,50.0
Chocolates & Candies,Sunfeast Yippee! Mood Masala Noodles,60.0,28,3,43.0,260,False,260,17.0,28.333333333333332
Chocolates & Candies,MTR Breakfast Khatta Meetha Poha Mix,25.0,20,6,20.0,60,False,60,5.0,20.0
Chocolates & Candies,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,445.0,9,6,401.0,750,False,750,44.0,9.887640449438202
